Province,Day,Min Price,Max Price,Avg Price,Avg Selling Price
Jawa Timur,2023-02-25,5100.0000000000000000,5150.0000000000000000,5130.0000000000000000,5129.58692600762
Jawa Timur,2023-02-27,5100.0000000000000000,5300,5220.8333333333333333,5232.562946260804
Jawa Timur,2023-02-28,4800.0000000000000000,5300.0000000000000000,5240.0000000000000000,5275.32638639358
Jawa Timur,2023-03-01,5300.0000000000000000,5350.0000000000000000,5302.9411764705882353,5303.303155546809
Jawa Timur,2023-03-02,5250.0000000000000000,5350.0000000000000000,5310.5263157894736842,5311.239937522528
Jawa Timur,2023-03-03,5200.0000000000000000,5450.0000000000000000,5362.5000000000000000,5366.114457831325
Jawa Timur,2023-03-04,5300.0000000000000000,5400.0000000000000000,5360.0000000000000000,5369.077629873955
Jawa Timur,2023-03-06,5400.0000000000000000,5500.0000000000000000,5436.3636363636363636,5427.1713591736225
Jawa Timur,2023-03-07,5300.0000000000000000,5500.0000000000000000,5470.0000000000000000,5472.550708630222
Jawa Timur,2023-03-08,5300,5500.0000000000000000,5453.8461538461538462,5454.091539257229
Jawa Timur,2023-03-09,5500.0000000000000000,5600.0000000000000000,5528.1250000000000000,5531.162944948043
Jawa Timur,2023-03-10,5400.0000000000000000,5600.0000000000000000,5580.0000000000000000,5584.91168333688
Jawa Timur,2023-03-11,5500.0000000000000000,5600.0000000000000000,5586.1111111111111111,5585.243274184316
Jawa Timur,2023-03-13,5400.0000000000000000,5600,5500.0000000000000000,5497.954976039229
Jawa Timur,2023-03-14,5300.0000000000000000,5550.0000000000000000,5507.7777777777777778,5507.093575557358
Jawa Timur,2023-03-15,5300.0000000000000000,5550.0000000000000000,5505.7692307692307692,5507.861555919809
Jawa Timur,2023-03-16,5300.0000000000000000,5600.0000000000000000,5510.7142857142857143,5510.83963388365
Jawa Timur,2023-03-17,5500.0000000000000000,5550.0000000000000000,5513.3333333333333333,5513.517470881863
Jawa Timur,2023-03-18,5300.0000000000000000,5550.0000000000000000,5460.7142857142857143,5456.477823332091
Jawa Timur,2023-03-20,5300.0000000000000000,5700.0000000000000000,5556.6666666666666667,5562.893431089387
Jawa Timur,2023-03-21,5450.0000000000000000,5700.0000000000000000,5591.6666666666666667,5606.507352941177
Jawa Timur,2023-03-22,5500.0000000000000000,5500.0000000000000000,5500.0000000000000000,5500.0
Jawa Timur,2023-03-24,5300.0000000000000000,5700.0000000000000000,5534.2105263157894737,5544.850078905839
Jawa Timur,2023-03-25,5550.0000000000000000,5700.0000000000000000,5580.0000000000000000,5578.697293895531
Jawa Timur,2023-03-27,5400.0000000000000000,5700.0000000000000000,5543.7500000000000000,5623.4828311142255
Jawa Timur,2023-03-28,5300.0000000000000000,5650.0000000000000000,5487.5000000000000000,5457.877575218616
Jawa Timur,2023-03-29,5500.0000000000000000,5500.0000000000000000,5500.0000000000000000,5500.0
Jawa Timur,2023-03-30,5600.0000000000000000,5600.0000000000000000,5600.0000000000000000,5600.0
Jawa Timur,2023-03-31,5500.0000000000000000,5775.0000000000000000,5606.2500000000000000,5603.725038402457
Jawa Timur,2023-04-01,5500.0000000000000000,5500.0000000000000000,5500.0000000000000000,5500.0
Jawa Timur,2023-04-03,5500,5775.0000000000000000,5687.5000000000000000,5715.326418906714
Jawa Timur,2023-04-04,5775.0000000000000000,5775.0000000000000000,5775.0000000000000000,5775.0
Jawa Timur,2023-04-05,5500.0000000000000000,5775.0000000000000000,5637.5000000000000000,5636.913020277481
Jawa Timur,2023-04-06,5600.0000000000000000,5600.0000000000000000,5600.0000000000000000,5600.0
Jawa Timur,2023-04-08,5500.0000000000000000,5650.0000000000000000,5587.5000000000000000,5582.313231323133
Jawa Timur,2023-04-10,5600.0000000000000000,5650.0000000000000000,5625.0000000000000000,5644.362017804155
